stem,folders
_D5D1739,2022;2023.1
_D5D1740,2021.2;2022
_D5D1749,2018.4;2023.1
_D5D1751,2021.5;2024.1
_D5D1760,2021.2;2021.4
_D5D1761,2023.1;2024.4
_D5D1763,2021.4;2024.1
_D5D1767,2021.2;2024.1;2024.5
_D5D1768,2021.2;2022
_D5D1771,2021.4;2024.1
_D5D1775,2024.1;2024.5
_D5D1778,2018.4;2023.1
_D5D1780,2022;2023.1;2024.4
_D5D1781,2018.4;2022
_D5D1783,2022;2024.1
_D5D1786,2018.4;2024.4
_D5D1788,2021.5;2022
_D5D1790,2018.4;2024.1
_D5D1795,2023.1;2024.1
_D5D1796,2022;2023.1
_D5D1800,2018.4;2024.1
_D5D1802,2021.4;2024.5
_D5D1806,2021.4;2021.6;2024.1;2024.5
_D5D1810,2018.4;2023.1;2024.1
_D5D1815,2021.1;2021.5;2024.5
_D5D1825,2021.4;2024.4
_D5D1829,2018.1;2018.4
_D5D1834,2024.3;2024.5
_D5D1839,2021.1;2021.4
_D5D1849,2018.4;2021.5
_D5D1856,2018.1;2024.5
_D5D1865,2018.1;2024.2
_D5D1880,2022;2024.5
_D5D1885,2021.3;2022
_D5D1889,2022;2024.3;2024.4
_D5D1895,2018.4;2021.4
_D5D1897,2021.4;2021.5;2024.2
_D5D1898,2021.5;2024.2
_D5D1899,2018.4;2021.5;2024.2
_D5D1900,2021.5;2024.5
_D5D1911,2018.1;2018.4;2024.3
_D5D1920,2022;2024.5
_D5D1924,2018.4;2021.4;2024.4
_D5D1933,2024.2;2024.5
_D5D1938,2024.2;2024.4
_D5D1943,2022;2024.5
_D5D1944,2018.4;2021.2
_D5D1945,2018.1;2022
_D5D1947,2021.3;2022
_D5D1970,2024.3;2024.5
_D5D1973,2022;2024.3
_D5D1976,2024.2;2024.5
_D5D1987,2021.3;2024.3;2024.4
_D5D1999,2021.3;2024.5
_D5D2000,2021.3;2022;2024.5
_D5D2011,2021.1;2021.3
_D5D2013,2023.1;2024.5
_D5D2014,2021.5;2024.3
_D5D2028,2021.5;2024.4
_D5D2030,2021.2;2021.3;2021.4
_D5D2041,2021.4;2024.3
_D5D2049,2021.1;2024.5
_D5D2054,2018.1;2023.1
_D5D2055,2018.4;2021.3
_D5D2058,2018.1;2021.4
_D5D2060,2021.3;2024.2
_D5D2064,2021.4;2024.5
_D5D2066,2024.1;2024.3
_D5D2068,2018.1;2021.2
_D5D2069,2018.4;2021.4
_D5D2074,2021.4;2024.5
_D5D2075,2021.4;2022
_D5D2077,2022;2023.1
_D5D2083,2018.1;2021.4;2024.5
_D5D2098,2021.5;2024.4
_D5D2099,2018.1;2021.4
_D5D2118,2023.1;2024.4
_D5D2119,2021.4;2024.5
_D5D2121,2021.5;2024.1
_D5D2128,2022;2024.1
_D5D2140,2021.4;2024.1
_D5D2142,2021.5;2022;2024.5
_D5D2149,2018.1;2024.5
_D5D2150,2021.2;2023.1
_D5D2151,2021.2;2024.5
_D5D2158,2021.5;2024.3
_D5D2166,2021.4;2024.2
_D5D2204,2022;2024.5
_D5D2206,2018.1;2024.1
_D5D2207,2023.1;2024.5
_D5D2215,2018.1;2021.3
_D5D2227,2021.3;2024.1
_D5D2228,2018.1;2023.1
_D5D2241,2021.2;2024.5
_D5D2246,2021.3;2021.4
_D5D2254,2023.1;2024.5
_D5D2265,2021.2;2023.1
_D5D2266,2018.1;2021.5
_D5D2272,2021.4;2021.5
_D5D2278,2021.5;2023.1
_D5D2281,2021.4;2021.5
_D5D2282,2018.1;2018.4;2021.5
_D5D2286,2021.4;2021.5;2024.2
_D5D2295,2021.4;2022
_D5D2303,2018.4;2021.1
_D5D2309,2021.1;2021.4
_D5D2329,2018.4;2021.3
_D5D2334,2021.5;2024.1
_D5D2348,2018.4;2024.5
_D5D2351,2018.1;2022
_D5D2360,2018.4;2021.2
_D5D2366,2021.3;2021.4
_D5D2383,2021.4;2024.5
_D5D2388,2021.4;2024.4;2024.5
_D5D2392,2024.4;2024.5
_D5D2404,2018.4;2022;2024.1
_D5D2413,2024.1;2024.3
_D5D2414,2022;2024.1
_D5D2415,2022;2024.3
_D5D2420,2024.3;2024.4
_D5D2421,2021.6;2024.3
_D5D2425,2021.6;2024.3
_D5D2435,2021.4;2024.5
_D5D2438,2021.3;2022
_D5D2440,2021.3;2022
_D5D2442,2018.4;2021.4
_D5D2453,2018.4;2021.4
_D5D2456,2018.1;2021.3
_D5D2460,2021.4;2024.5
_D5D2469,2021.2;2024.5
_D5D2479,2018.4;2024.2
_D5D2494,2021.1;2021.4
_D5D2496,2021.3;2024.5
_D5D2497,2021.3;2024.5
_D5D2498,2021.3;2022;2024.5
_D5D2500,2022;2023.1
_D5D2509,2022;2024.5
_D5D2510,2021.4;2021.6;2022
_D5D2518,2024.4;2024.5
_D5D2525,2018.4;2024.5
_D5D2526,2023.1;2024.4
_D5D2527,2018.4;2023.1
_D5D2534,2018.1;2018.4;2024.5
_D5D2535,2021.6;2024.3;2024.5
_D5D2539,2024.4;2024.5
_D5D2540,2021.3;2021.4
_D5D2548,2024.1;2024.5
_D5D2552,2018.1;2022
_D5D2560,2022;2024.5
_D5D2561,2021.6;2024.3
_D5D2562,2018.1;2023.1
_D5D2570,2022;2024.3
_D5D2574,2018.1;2023.1
_D5D2575,2022;2023.1
_D5D2576,2022;2024.5
_D5D2579,2018.1;2021.2
_D5D2590,2018.1;2023.1
_D5D2596,2018.1;2024.2;2024.5
_D5D2603,2021.2;2024.4
_D5D2604,2018.1;2018.4
_D5D2607,2021.3;2023.1
_D5D2610,2023.1;2024.5
_D5D2619,2018.1;2018.4;2024.5
_D5D2620,2018.4;2018.5
_D5D2625,2018.4;2018.5;2022
_D5D2627,2018.4;2018.5
_D5D2631,2018.4;2018.5
_D5D2633,2018.4;2018.5
_D5D2635,2018.4;2018.5
_D5D2638,2018.4;2018.5;2021.6;2022;2024.2
_D5D2642,2018.1;2024.1
_D5D2644,2018.4;2018.5;2024.2
_D5D2647,2018.4;2018.5
_D5D2661,2024.1;2024.5
_D5D2665,2018.1;2024.2;2024.5
_D5D2669,2021.6;2024.3
_D5D2676,2021.6;2024.4
_D5D2678,2022;2024.3;2024.4
_D5D2679,2018.1;2021.3
_D5D2680,2023.1;2024.3
_D5D2681,2023.1;2024.1
_D5D2685,2021.3;2021.6;2024.1
_D5D2708,2022;2024.1
_D5D2709,2022;2024.5
_D5D2715,2018.1;2021.6
_D5D2717,2018.4;2022
_D5D2738,2018.4;2022
_D5D2739,2022;2024.1
_D5D2743,2021.3;2024.2
_D5D2745,2018.1;2024.5
_D5D2747,2021.6;2024.3;2024.5
_D5D2749,2018.4;2024.3
_D5D2755,2021.6;2022;2023.1
_D5D2757,2022;2024.4
_D5D2760,2021.4;2022;2024.4
_D5D2761,2021.4;2023.1
_D5D2768,2018.5;2023.1
_D5D2770,2018.4;2021.4
_D5D2774,2018.4;2018.5;2023.1
_D5D2780,2023.1;2024.1
_D5D2798,2018.5;2024.4
_D5D2803,2018.5;2023.1
_D5D2809,2022;2024.4
_D5D2810,2022;2024.1
_D5D2811,2018.5;2024.5
_D5D2815,2018.5;2024.5
_D5D2818,2018.5;2024.5
_D5D2825,2018.1;2024.5
_D5D2841,2024.3;2024.4
_D5D2842,2024.3;2024.4
_D5D2844,2018.4;2021.4
_D5D2846,2021.4;2024.3;2024.5
_D5D2848,2021.4;2024.5
_D5D2860,2018.5;2021.3
_D5D2880,2024.3;2024.4
_D5D2888,2021.3;2024.1;2024.5
_D5D2897,2022;2024.5
_D5D2906,2018.5;2024.1
_D5D2908,2021.6;2024.1
_D5D2914,2018.5;2021.3
_D5D2917,2018.5;2024.4
_D5D2922,2022;2024.1;2024.4
_D5D2937,2018.1;2023.1;2024.4
_D5D2948,2018.5;2024.3
_D5D2949,2018.1;2021.6
_D5D2962,2021.2;2023.1
_D5D2964,2021.2;2024.5
_D5D2972,2021.2;2024.5
_D5D2976,2021.2;2022
_D5D2988,2018.4;2024.1
_D5D2989,2023.1;2024.4
_D5D2991,2023.1;2024.5
_D5D2993,2021.2;2024.4
_D5D3001,2018.1;2024.4
_D5D3003,2021.4;2022;2024.1
_D5D3006,2023.1;2024.4
_D5D3008,2022;2024.1
_D5D3016,2018.1;2023.1;2024.4
_D5D3020,2021.2;2021.6
_D5D3041,2021.4;2022
_D5D3043,2021.4;2024.5
_D5D3046,2021.4;2022
_D5D3050,2018.1;2021.1
_D5D3060,2018.1;2021.2
_D5D3064,2018.1;2022
_D5D3079,2018.1;2021.3;2022
_D5D3081,2021.4;2024.3
_D5D3085,2021.3;2022
_D5D3091,2018.1;2024.3
_D5D3097,2021.4;2022;2024.5
_D5D3100,2021.2;2024.3
_D5D3105,2018.1;2022
_D5D3111,2018.1;2024.1
_D5D3114,2021.2;2024.5
_D5D3118,2018.4;2024.1;2024.5
_D5D3119,2021.2;2021.3
_D5D3130,2023.1;2024.5
_D5D3134,2024.1;2024.5
_D5D3135,2022;2023.1;2024.4
_D5D3139,2022;2024.5
_D5D3140,2018.1;2024.1
_D5D3141,2024.1;2024.5
_D5D3142,2022;2024.4;2024.5
_D5D3153,2022;2024.5
_D5D3161,2018.1;2024.5
_D5D3163,2023.1;2024.5
_D5D3165,2018.4;2023.1
_D5D3171,2024.3;2024.5
_D5D3172,2018.1;2021.2
_D5D3174,2018.1;2021.6;2024.5
_D5D3199,2021.2;2023.1
_D5D3207,2022;2024.5
_D5D3208,2021.6;2022;2023.1
_D5D3212,2021.2;2021.3
_D5D3217,2018.5;2024.5
_D5D3219,2021.2;2021.3
_D5D3238,2021.2;2021.3;2023.1
_D5D3243,2018.1;2024.5
_D5D3244,2018.1;2024.4
_D5D3256,2021.6;2023.1
_D5D3258,2021.4;2021.6
_D5D3259,2021.3;2021.6
_D5D3260,2021.3;2021.6
_D5D3282,2018.1;2021.4
_D5D3283,2018.5;2021.3
_D5D3298,2018.4;2018.5
_D5D3312,2024.4;2024.5
_D5D3325,2023.1;2024.1
_D5D3327,2018.4;2021.4
_D5D3334,2022;2024.3
_D5D3337,2021.2;2024.4
_D5D3343,2018.4;2021.3
_D5D3372,2021.3;2021.4
_D5D3378,2021.6;2023.1
_D5D3381,2021.3;2024.3
_D5D3390,2021.2;2024.5
_D5D3402,2024.1;2024.5
_D5D3417,2018.4;2024.5
_D5D3418,2018.1;2023.1
_D5D3420,2023.1;2024.3;2024.5
_D5D3421,2021.4;2023.1
_D5D3426,2021.4;2023.1
_D5D3428,2018.5;2021.4
_D5D3430,2021.4;2023.1
_D5D3434,2021.3;2023.1
_D5D3498,2023.1;2024.3
_D5D3515,2018.1;2024.3
_D5D3516,2018.1;2024.4
_D5D3535,2021.4;2024.3
_D5D3567,2018.4;2018.5;2021.3
_D5D3572,2018.1;2018.4
_D5D3591,2021.3;2021.4
_D5D3596,2018.5;2021.3
_D5D3773,2018.4;2018.5
_D5D3780,2018.4;2021.1;2021.3
_D5D3797,2024.1;2024.4
_D5D3799,2021.4;2024.1;2024.4
_D5D3809,2021.3;2024.4
_D5D3827,2021.1;2021.5;2024.4
_D5D3838,2018.4;2021.3
_D5D3873,2021.4;2024.4
_D5D3893,2018.5;2024.4
_D5D3904,2018.5;2024.3
_D5D3922,2021.4;2024.3
_D5D3924,2021.3;2024.3
_D5D3938,2018.5;2021.5
_D5D3947,2018.5;2021.4;2024.4
_D5D3950,2018.5;2021.4
_D5D3951,2024.3;2024.4
_D5D3961,2018.5;2021.4
_D5D3970,2018.5;2021.4;2021.5
_D5D3975,2021.5;2024.4
_D5D4026,2021.3;2023.1
_D5D4031,2024.1;2024.3
_D5D4066,2018.4;2024.4
_D5D4085,2018.5;2021.4
_D5D4094,2023.1;2024.3
_D5D4116,2018.5;2024.3
_D5D4120,2018.4;2021.3
_D5D4160,2021.2;2021.5
_D5D4170,2023.1;2024.1
_D5D4174,2021.3;2024.3
_D5D4187,2021.2;2021.5
_D5D4190,2021.2;2024.3
_D5D4194,2021.5;2024.3
_D5D4206,2021.4;2021.5
_D5D4215,2021.2;2021.4
_D5D4238,2021.2;2024.4
_D5D4256,2018.4;2021.2
_D5D4260,2018.4;2018.5
_D5D4285,2021.5;2024.4
_D5D4289,2019.11;2021.4
_D5D4292,2021.4;2024.1
_D5D4298,2021.2;2024.4
_D5D4306,2018.4;2024.4
_D5D4350,2018.5;2021.3
_D5D4355,2021.3;2021.5
_D5D4362,2018.5;2021.2
_D5D4376,2021.3;2021.5
_D5D4377,2021.3;2021.4
_D5D4382,2018.5;2023.1
_D5D4384,2019.11;2021.2;2021.3
_D5D4390,2019.11;2021.3;2024.4
_D5D4407,2021.4;2024.4
_D5D4411,2021.2;2021.5;2023.1
_D5D4424,2021.4;2021.5;2024.1;2024.3
_D5D4433,2021.2;2021.3
_D5D4438,2021.3;2023.1
_D5D4454,2019.11;2021.6;2024.3
_D5D4455,2021.3;2024.4
_D5D4460,2021.6;2024.4
_D5D4473,2018.4;2021.5
_D5D4509,2021.3;2021.4;2021.5;2023.1
_D5D4534,2018.4;2021.2;2021.5
_D5D4553,2018.5;2021.3;2024.4
_D5D4589,2018.5;2021.5;2021.6
_D5D4604,2018.4;2021.5
_D5D4605,2021.5;2021.6
_D5D4611,2018.5;2023.1
_D5D4615,2018.5;2021.2;2021.6
_D5D4617,2018.5;2021.3;2021.4
_D5D4620,2018.5;2021.4
_D5D4623,2018.4;2024.4
_D5D4633,2021.2;2021.4;2024.4
_D5D4680,2021.2;2024.1
_D5D4704,2021.1;2021.3
_D5D4705,2021.3;2021.4
_D5D4707,2018.4;2023.1
_D5D4708,2021.1;2021.4
_D5D4711,2021.1;2024.4
_D5D4712,2021.1;2021.5
_D5D4717,2021.1;2024.4
_D5D4719,2018.4;2021.1
_D5D4720,2021.1;2024.4
_D5D4737,2021.1;2024.1
_D5D4747,2018.5;2021.1;2024.4
_D5D4757,2018.4;2021.3
_D5D4773,2018.5;2021.3;2021.5
_D5D4775,2021.1;2021.3
_D5D4779,2018.5;2021.1
_D5D4793,2018.5;2021.1;2021.5
_D5D4797,2018.4;2021.1;2021.4
_D5D4798,2021.3;2023.1
_D5D4799,2021.1;2023.1
_D5D4800,2021.1;2021.2
_D5D4801,2021.1;2021.2
_D5D4802,2021.1;2021.4;2021.5
_D5D4804,2021.2;2021.4
_D5D4805,2021.1;2024.4
_D5D4809,2021.1;2024.3
_D5D4811,2018.4;2021.1;2024.1
_D5D4813,2021.1;2021.5
_D5D4815,2021.3;2024.4
_D5D4816,2021.1;2021.5
_D5D4819,2021.3;2023.1
_D5D4820,2018.5;2021.1
_D5D4827,2021.4;2023.1
_D5D4833,2021.2;2023.1
_D5D4835,2021.1;2021.2;2023.1
_D5D4839,2021.2;2021.5
_D5D4842,2021.1;2021.5
_D5D4844,2021.1;2021.4
_D5D4848,2021.1;2021.2;2021.3
_D5D4850,2021.1;2024.3
_D5D4858,2021.1;2021.5
_D5D4859,2021.5;2023.1
_D5D4860,2021.1;2021.6
_D5D4862,2021.1;2024.4
_D5D4863,2018.5;2021.1
_D5D4869,2021.1;2021.2
_D5D4874,2024.3;2024.4
_D5D4881,2021.1;2021.3;2021.4
_D5D4890,2021.1;2021.3
_D5D4891,2018.5;2021.1;2021.3;2021.6
_D5D4901,2021.1;2023.1
_D5D4902,2021.3;2023.1
_D5D4919,2018.5;2024.4
_D5D4934,2018.5;2021.6
_D5D4935,2018.5;2021.5
_D5D4945,2021.5;2024.4
_D5D4947,2021.2;2021.6
_D5D4953,2021.6;2023.1
_D5D4954,2018.4;2023.1
_D5D4962,2021.6;2023.1
_D5D4972,2021.4;2021.6
_D5D4978,2021.6;2023.1
_D5D4984,2018.4;2021.6
_D5D4997,2018.4;2021.1;2021.2
_D5D5008,2021.6;2023.1
_D5D5010,2021.6;2024.4
_D5D5012,2021.6;2023.1
_D5D5019,2021.1;2023.1
_D5D5034,2018.4;2024.4
_D5D5062,2018.5;2021.2
_D5D5064,2021.3;2021.6
_D5D5065,2018.4;2021.4;2021.6
_D5D5067,2021.6;2022
_D5D5069,2021.4;2023.1;2024.3
_D5D5070,2021.4;2021.6
_D5D5072,2021.4;2022;2023.1;2024.2
_D5D5074,2021.1;2023.1
_D5D5089,2021.2;2021.3;2021.4
_D5D5090,2018.4;2022
_D5D5092,2018.5;2021.3
_D5D5095,2021.4;2023.1
_D5D5100,2021.6;2022;2023.1
_D5D5101,2021.1;2021.2;2022
_D5D5105,2021.2;2021.6;2024.4
_D5D5107,2021.1;2021.4;2022;2024.2
_D5D5111,2021.2;2022
_D5D5112,2021.2;2021.6
_D5D5119,2018.4;2021.6
_D5D5125,2018.5;2021.6
_D5D5130,2021.3;2021.4;2024.2;2024.4
_D5D5137,2018.5;2021.1
_D5D5152,2021.4;2022;2024.3
_D5D5155,2018.4;2024.4
_D5D5157,2021.1;2024.4
_D5D5166,2021.6;2023.1
_D5D5176,2018.5;2021.1
_D5D5187,2021.1;2021.2;2022
_D5D5189,2021.7;2024.4
_D5D5193,2021.7;2024.3
_D5D5197,2021.2;2021.7
_D5D5215,2021.7;2023.1
_D5D5238,2022;2024.3
_D5D5242,2024.2;2024.4
_D5D5250,2021.7;2022;2024.4
_D5D5267,2021.1;2024.3
_D5D5279,2023.1;2024.4
_D5D5280,2018.5;2021.3;2021.4
_D5D5289,2021.1;2023.1
_D5D5293,2021.1;2021.7
_D5D5297,2021.1;2021.6
_D5D5316,2021.1;2021.3;2024.2
_D5D5318,2021.1;2021.4;2021.7
_D5D5319,2021.4;2022
_D5D5323,2021.1;2021.7
_D5D5326,2018.5;2021.7
_D5D5329,2021.7;2024.4
_D5D5333,2021.1;2024.3;2024.4
_D5D5334,2018.5;2024.4
_D5D5340,2018.5;2024.4
_D5D5341,2021.4;2021.6
_D5D5353,2018.5;2024.2
_D5D5358,2021.6;2024.4
_D5D5369,2018.5;2021.3
_D5D5392,2021.6;2023.1
_D5D5393,2021.1;2024.2
_D5D5400,2021.7;2024.4
_D5D5406,2018.5;2021.7;2023.1;2024.4
_D5D5410,2021.6;2024.2
_D5D5414,2018.5;2021.3;2022
_D5D5416,2021.7;2022
_D5D5418,2021.7;2022;2024.3
_D5D5421,2021.1;2023.1
_D5D5430,2021.7;2024.4
_D5D5446,2021.1;2023.1
_D5D5451,2021.7;2024.5
_D5D5454,2021.1;2021.7;2024.3
_D5D5459,2021.7;2024.1
_D5D5464,2024.1;2024.5
_D5D5465,2018.5;2021.3;2021.7
_D5D5469,2018.5;2021.1;2022
_D5D5471,2018.5;2021.1;2021.4
_D5D5473,2021.1;2024.2;2024.5
_D5D5474,2021.1;2023.1;2024.5
_D5D5477,2021.1;2021.7
_D5D5478,2022;2023.1
_D5D5481,2022;2024.1
_D5D5488,2018.5;2021.1;2021.6
_D5D5489,2021.1;2024.1
_D5D5492,2021.4;2024.1;2024.2
_D5D5498,2018.5;2021.4;2022
_D5D5499,2021.1;2021.3
_D5D5503,2018.5;2024.5
_D5D5509,2021.3;2023.1;2024.5
_D5D5510,2018.5;2024.5
_D5D5512,2018.5;2022;2024.5
_D5D5518,2018.5;2024.5
_D5D5519,2021.1;2024.2
_D5D5520,2018.5;2021.4
_D5D5525,2021.3;2024.5
_D5D5528,2018.5;2021.4;2023.1;2024.2
_D5D5531,2021.1;2021.3;2021.4
_D5D5532,2019.12;2022;2024.1
_D5D5533,2024.2;2024.3
_D5D5546,2021.1;2024.2;2024.5
_D5D5556,2021.1;2021.4
_D5D5559,2021.1;2024.5
_D5D5565,2021.3;2021.4;2021.7
_D5D5573,2021.1;2021.4
_D5D5581,2021.1;2021.3
_D5D5583,2021.1;2021.3
_D5D5587,2021.1;2022;2023.1
_D5D5592,2021.4;2023.1
_D5D5595,2021.4;2021.6;2023.1;2023.2;2024.2;2024.5
_D5D5596,2021.1;2024.5
_D5D5600,2022;2024.2
_D5D5601,2022;2024.1
_D5D5610,2019.12;2021.4;2024.3
_D5D5616,2018.5;2021.1;2021.4
_D5D5620,2021.1;2022
_D5D5621,2021.1;2024.2
_D5D5626,2019.12;2022;2024.2
_D5D5632,2018.5;2021.6;2021.7
_D5D5633,2018.5;2021.4
_D5D5640,2018.5;2021.6
_D5D5641,2021.4;2021.6
_D5D5651,2019.12;2021.1;2021.4;2021.6
_D5D5652,2021.4;2024.5
_D5D5653,2021.4;2021.6
_D5D5654,2021.4;2021.6
_D5D5656,2019.12;2021.3;2024.5
_D5D5661,2019.12;2021.1;2024.2
_D5D5667,2019.12;2024.5
_D5D5668,2018.5;2019.12
_D5D5670,2021.6;2024.5
_D5D5672,2018.5;2021.6;2024.5
_D5D5673,2021.6;2024.2;2024.5
_D5D5679,2023.1;2024.1
_D5D5683,2019.12;2024.3
_D5D5689,2021.1;2024.3
_D5D5691,2021.1;2021.4;2024.3
_D5D5698,2021.1;2024.5
_D5D5702,2021.4;2024.2
_D5D5704,2019.12;2021.1;2024.5
_D5D5705,2018.5;2021.1;2024.5
_D5D5711,2024.2;2024.5
_D5D5722,2021.1;2021.4;2021.6
_D5D5725,2023.1;2023.2;2024.5
_D5D5727,2018.5;2019.12
_D5D5744,2021.7;2024.5
_D5D5747,2018.5;2021.4;2021.7
_D5D5753,2021.4;2024.5
_D5D5755,2021.4;2024.5
_D5D5758,2024.2;2024.5
_D5D5775,2018.5;2021.7
_D5D5776,2021.4;2024.2
_D5D5784,2021.4;2021.7
_D5D5792,2021.2;2021.7
_D5D5795,2021.4;2024.5
_D5D5796,2021.4;2021.7;2024.5
_D5D5797,2019.12;2021.2
_D5D5821,2018.5;2024.5
_D5D5822,2018.5;2021.7
_D5D5829,2021.2;2024.2
_D5D5834,2021.3;2024.2
_D5D5849,2023.1;2024.2
_D5D5850,2021.2;2023.1
_D5D5858,2018.5;2022
_D5D5869,2021.6;2023.1
_D5D5870,2021.6;2024.5
_D5D5882,2022;2023.1
_D5D5895,2021.4;2021.6
_D5D5901,2021.4;2024.2
_D5D5916,2024.2;2024.5
_D5D5933,2018.2;2024.2
_D5D5948,2023.1;2024.5
_D5D5952,2018.2;2021.2;2021.4
_D5D5957,2018.2;2021.4;2024.5
_D5D5958,2021.3;2021.4;2024.5
_D5D5974,2021.1;2021.4
_D5D5978,2021.3;2021.4
_D5D5979,2021.4;2022
_D5D5981,2020;2024.5
_D5D5984,2018.2;2024.5
_D5D5989,2021.4;2022
_D5D5998,2021.4;2022
_D5D6004,2024.2;2024.5
_D5D6010,2021.6;2022
_D5D6011,2021.4;2023.2
_D5D6013,2020;2024.5
_D5D6029,2023.2;2024.5
_D5D6031,2022;2024.5
_D5D6033,2022;2024.5
_D5D6034,2018.4;2021.2
_D5D6038,2018.4;2024.5
_D5D6044,2024.2;2024.5
_D5D6053,2021.1;2021.4
_D5D6075,2021.2;2024.2
_D5D6081,2021.6;2022;2024.2
_D5D6086,2024.2;2024.5
_D5D6090,2021.2;2021.6
_D5D6095,2024.2;2024.3
_D5D6098,2018.5;2024.5
_D5D6099,2023.2;2024.5
_D5D6104,2021.2;2024.2
_D5D6109,2018.2;2024.5
_D5D6114,2018.2;2021.3
_D5D6123,2020;2021.2;2024.2;2024.5
_D5D6125,2023.2;2024.2
_D5D6132,2018.4;2021.2
_D5D6138,2020;2024.3
_D5D6139,2024.2;2024.3
_D5D6141,2022;2024.3
_D5D6149,2021.6;2024.2
_D5D6151,2021.6;2024.2
_D5D6152,2018.4;2020;2021.6
_D5D6160,2021.5;2024.2
_D5D6161,2021.3;2021.5;2024.5
_D5D6168,2021.6;2024.5
_D5D6174,2021.3;2024.5
_D5D6191,2021.2;2021.5;2024.5
_D5D6202,2024.2;2024.5
_D5D6205,2023.2;2024.2
_D5D6207,2023.2;2024.5
_D5D6212,2023.2;2024.5
_D5D6219,2023.2;2024.2
_D5D6234,2021.2;2024.2
_D5D6235,2021.2;2022;2024.5
_D5D6236,2021.2;2024.3
_D5D6241,2018.2;2024.3
_D5D6246,2018.2;2024.3
_D5D6247,2023.2;2024.5
_D5D6259,2021.5;2023.2
_D5D6267,2022;2024.3
_D5D6273,2022;2023.2
_D5D6274,2022;2024.1
_D5D6275,2022;2023.2
_D5D6276,2018.4;2021.5
_D5D6279,2021.2;2023.2;2024.2
_D5D6290,2021.1;2021.6;2024.1
_D5D6295,2021.1;2022
_D5D6298,2018.5;2021.2
_D5D6331,2020;2021.2
_D5D6358,2018.5;2024.1
_D5D6364,2018.4;2024.2;2024.5
_D5D6373,2021.1;2021.5
_D5D6379,2022;2023.2
_D5D6383,2021.1;2021.3;2024.3;2024.5
_D5D6387,2021.1;2024.2
_D5D6397,2021.1;2021.5;2021.6;2022
_D5D6404,2024.3;2024.5
_D5D6408,2020;2022
_D5D6414,2018.4;2021.1;2024.1
_D5D6416,2021.6;2022;2024.3
_D5D6417,2022;2024.1
_D5D6428,2018.5;2020;2021.6;2024.1
_D5D6429,2018.5;2021.6
_D5D6430,2018.4;2018.5;2020
_D5D6433,2018.5;2022;2024.3
_D5D6449,2021.3;2021.6
_D5D6451,2018.5;2024.1;2024.3
_D5D6459,2018.4;2018.5
_D5D6466,2021.6;2024.1
_D5D6472,2021.3;2024.5
_D5D6474,2020;2024.5
_D5D6495,2018.4;2018.5
_D5D6497,2024.1;2024.3
_D5D6498,2018.5;2024.5
_D5D6500,2024.1;2024.5
_D5D6501,2018.5;2024.3;2024.5
_D5D6503,2018.5;2020
_D5D6504,2018.5;2022;2024.1
_D5D6515,2023.2;2024.1
_D5D6518,2018.2;2023.2
_D5D6519,2020;2024.5
_D5D6522,2018.2;2021.5
_D5D6535,2018.2;2018.4
_D5D6537,2018.5;2021.6
_D5D6544,2018.4;2022
_D5D6547,2018.5;2024.5
_D5D6549,2021.5;2024.5
_D5D6567,2024.3;2024.5
_D5D6572,2022;2024.5
_D5D6576,2018.2;2021.6
_D5D6592,2022;2024.5
_D5D6604,2022;2024.5
_D5D6613,2023.2;2024.5
_D5D6614,2021.6;2023.2;2024.5
_D5D6632,2024.1;2024.5
_D5D6635,2024.1;2024.5
_D5D6636,2021.6;2024.3;2024.5
_D5D6638,2018.5;2021.6
_D5D6640,2018.5;2021.6
_D5D6646,2018.4;2024.5
_D5D6660,2021.6;2024.5
_D5D6662,2022;2024.5
_D5D6664,2021.6;2024.5
_D5D6665,2022;2024.5
_D5D6691,2024.3;2024.5
_D5D6721,2021.6;2024.3;2024.5
_D5D6723,2021.5;2022
_D5D6742,2021.6;2022
_D5D6751,2022;2024.1
_D5D6753,2020;2021.3
_D5D6757,2021.3;2023.2
_D5D6760,2021.3;2024.2
_D5D6772,2018.5;2024.3;2024.5
_D5D6774,2022;2024.5
_D5D6776,2020;2024.3
_D5D6780,2018.4;2018.5;2024.2
_D5D6791,2021.6;2024.1
_D5D6802,2023.2;2024.2
_D5D6804,2022;2024.5
_D5D6813,2018.5;2024.2
_D5D6819,2021.6;2024.5
_D5D6827,2022;2023.2
_D5D6828,2023.2;2024.5
_D5D6884,2018.3;2021.4
_D5D6892,2021.5;2022
_D5D6895,2021.6;2022
_D5D6906,2018.4;2021.6;2022
_D5D6911,2022;2024.1
_D5D6916,2018.4;2021.1
_D5D6931,2021.2;2024.1
_D5D6933,2018.5;2024.1
_D5D6934,2021.1;2024.4
_D5D6937,2021.1;2024.1
_D5D6938,2021.2;2024.4
_D5D6939,2018.5;2022
_D5D6943,2021.6;2024.4
_D5D6948,2021.2;2021.6
_D5D6950,2021.1;2022
_D5D6958,2020;2024.4
_D5D6966,2022;2024.5
_D5D6967,2021.2;2022;2024.3
_D5D6973,2021.2;2021.6
_D5D6977,2020;2021.6;2022
_D5D6986,2020;2021.5;2024.3
_D5D6991,2020;2024.5
_D5D6995,2021.2;2022
_D5D7003,2021.1;2024.4
_D5D7013,2021.4;2022;2024.4
_D5D7027,2021.2;2021.6
_D5D7067,2018.3;2018.5
_D5D7084,2021.2;2021.5
