issue,year,half_year,trip,stem,category,species,expected_folder,detail,xmp_path
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9761_Miless-iMac-Pro.local_Mar-12-220052-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9761_Miless-iMac-Pro.local_Mar-12-220052-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9824_Miless-iMac-Pro.local_Mar-12-220052-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9824_Miless-iMac-Pro.local_Mar-12-220052-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9833_Miless-iMac-Pro.local_Mar-12-220053-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9833_Miless-iMac-Pro.local_Mar-12-220053-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9837_Miless-iMac-Pro.local_Mar-12-220054-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9837_Miless-iMac-Pro.local_Mar-12-220054-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9863_Miless-iMac-Pro.local_Mar-12-220054-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9863_Miless-iMac-Pro.local_Mar-12-220054-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9871_Miless-iMac-Pro.local_Mar-12-220055-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9871_Miless-iMac-Pro.local_Mar-12-220055-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9909_Miless-iMac-Pro.local_Mar-12-220055-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9909_Miless-iMac-Pro.local_Mar-12-220055-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9911_Miless-iMac-Pro.local_Mar-12-220056-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9911_Miless-iMac-Pro.local_Mar-12-220056-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9914_Miless-iMac-Pro.local_Mar-12-220056-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9914_Miless-iMac-Pro.local_Mar-12-220056-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9915_Miless-iMac-Pro.local_Mar-12-220057-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9915_Miless-iMac-Pro.local_Mar-12-220057-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9916_Miless-iMac-Pro.local_Mar-12-220057-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9916_Miless-iMac-Pro.local_Mar-12-220057-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9917_Miless-iMac-Pro.local_Mar-12-220058-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9917_Miless-iMac-Pro.local_Mar-12-220058-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9918_Miless-iMac-Pro.local_Mar-12-220058-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9918_Miless-iMac-Pro.local_Mar-12-220058-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9919_Miless-iMac-Pro.local_Mar-12-220059-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9919_Miless-iMac-Pro.local_Mar-12-220059-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9920_Miless-iMac-Pro.local_Mar-12-220059-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9920_Miless-iMac-Pro.local_Mar-12-220059-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9924_Miless-iMac-Pro.local_Mar-12-220100-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9924_Miless-iMac-Pro.local_Mar-12-220100-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9925_Miless-iMac-Pro.local_Mar-12-220100-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9925_Miless-iMac-Pro.local_Mar-12-220100-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9948_Miless-iMac-Pro.local_Mar-12-220101-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9948_Miless-iMac-Pro.local_Mar-12-220101-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9958_Miless-iMac-Pro.local_Mar-12-220101-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9958_Miless-iMac-Pro.local_Mar-12-220101-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9962_Miless-iMac-Pro.local_Mar-12-220102-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9962_Miless-iMac-Pro.local_Mar-12-220102-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9969_Miless-iMac-Pro.local_Mar-12-220103-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9969_Miless-iMac-Pro.local_Mar-12-220103-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9983_Miless-iMac-Pro.local_Mar-12-220103-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9983_Miless-iMac-Pro.local_Mar-12-220103-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-13 山公园,20190113-_D8S9999_Miless-iMac-Pro.local_Mar-12-220104-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-13 山公园/20190113-_D8S9999_Miless-iMac-Pro.local_Mar-12-220104-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0912_Miless-iMac-Pro.local_Mar-12-220231-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0912_Miless-iMac-Pro.local_Mar-12-220231-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0916_Miless-iMac-Pro.local_Mar-12-220231-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0916_Miless-iMac-Pro.local_Mar-12-220231-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0937_Miless-iMac-Pro.local_Mar-12-220231-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0937_Miless-iMac-Pro.local_Mar-12-220231-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0960_Miless-iMac-Pro.local_Mar-12-220232-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0960_Miless-iMac-Pro.local_Mar-12-220232-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0971_Miless-iMac-Pro.local_Mar-12-220233-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0971_Miless-iMac-Pro.local_Mar-12-220233-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0984_Miless-iMac-Pro.local_Mar-12-220233-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0984_Miless-iMac-Pro.local_Mar-12-220233-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0991_Miless-iMac-Pro.local_Mar-12-220234-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0991_Miless-iMac-Pro.local_Mar-12-220234-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C0997_Miless-iMac-Pro.local_Mar-12-220234-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C0997_Miless-iMac-Pro.local_Mar-12-220234-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1017_Miless-iMac-Pro.local_Mar-12-220235-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1017_Miless-iMac-Pro.local_Mar-12-220235-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1047_Miless-iMac-Pro.local_Mar-12-220235-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1047_Miless-iMac-Pro.local_Mar-12-220235-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1048_Miless-iMac-Pro.local_Mar-12-220236-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1048_Miless-iMac-Pro.local_Mar-12-220236-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1109_Miless-iMac-Pro.local_Mar-12-220236-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1109_Miless-iMac-Pro.local_Mar-12-220236-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1128_Miless-iMac-Pro.local_Mar-12-220237-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1128_Miless-iMac-Pro.local_Mar-12-220237-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1129_Miless-iMac-Pro.local_Mar-12-220237-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1129_Miless-iMac-Pro.local_Mar-12-220237-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1131_Miless-iMac-Pro.local_Mar-12-220238-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1131_Miless-iMac-Pro.local_Mar-12-220238-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1132_Miless-iMac-Pro.local_Mar-12-220238-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1132_Miless-iMac-Pro.local_Mar-12-220238-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1133_Miless-iMac-Pro.local_Mar-12-220239-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1133_Miless-iMac-Pro.local_Mar-12-220239-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1139_Miless-iMac-Pro.local_Mar-12-220239-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1139_Miless-iMac-Pro.local_Mar-12-220239-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1140_Miless-iMac-Pro.local_Mar-12-220240-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1140_Miless-iMac-Pro.local_Mar-12-220240-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1142_Miless-iMac-Pro.local_Mar-12-220240-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1142_Miless-iMac-Pro.local_Mar-12-220240-2019_Conflict.xmp
no_jpg,2019,2019.1,2019-01-27 南北湖,_D5C1143_Miless-iMac-Pro.local_Mar-12-220241-2019_Conflict,(none),,2019.1,no jpg anywhere,data/xmp/result-2019/raw/2019.1/2019-01-27 南北湖/_D5C1143_Miless-iMac-Pro.local_Mar-12-220241-2019_Conflict.xmp
no_jpg,2019,2019.8,2019-06-08 山公园,_D5V0886,bird,brahminy kite,2019.8,no jpg anywhere,data/xmp/result-2019/raw/2019.8/2019-06-08 山公园/_D5V0886.xmp
no_jpg,2020,2020,2020-11-11 泰顺,_V9A7484,(none),,2020,no jpg anywhere,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7484.xmp
no_jpg,2020,2020,2020-12-30 莫干山 郡安里,_D8S2869,(none),,2020,no jpg anywhere,data/xmp/result-2020/raw/2020/2020-12-30 莫干山 郡安里/_D8S2869.xmp
no_jpg,2021,2021.7,2021-11-28 逸浦荟,_V9A5033,(none),,2021.7,no jpg anywhere,data/xmp/result-2021/raw/2021.7/2021-11-28 逸浦荟/_V9A5033.xmp
no_jpg,2023,2023.1,2023-03-06 西溪花间堂,_Z9C5624,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-06 西溪花间堂/_Z9C5624.xmp
no_jpg,2023,2023.1,2023-03-06 西溪花间堂,_Z9C5644,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-06 西溪花间堂/_Z9C5644.xmp
no_jpg,2023,2023.1,2023-03-06 西溪花间堂,_Z9C5645,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-06 西溪花间堂/_Z9C5645.xmp
no_jpg,2023,2023.1,2023-03-06 西溪花间堂,_Z9C5651,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-06 西溪花间堂/_Z9C5651.xmp
no_jpg,2023,2023.1,2023-03-06 西溪花间堂,_Z9C5663,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-06 西溪花间堂/_Z9C5663.xmp
no_jpg,2023,2023.1,2023-03-06 西溪花间堂,_Z9C5699,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-06 西溪花间堂/_Z9C5699.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5710,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5710.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5718,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5718.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5722,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5722.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5742,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5742.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5745,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5745.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5774,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5774.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5776,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5776.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5781,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5781.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5782,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5782.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5793,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5793.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5810,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5810.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5814,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5814.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5818,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5818.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5822,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5822.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5824,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5824.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5827,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5827.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5834,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5834.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5837,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5837.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5844,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5844.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5850,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5850.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5870,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5870.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5879,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5879.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5882,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5882.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5886,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5886.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5894,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5894.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5898,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5898.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5920,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5920.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5928,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5928.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5954,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5954.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5957,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5957.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5976,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5976.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C5995,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C5995.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C6012,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C6012.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C6016,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C6016.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C6061,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C6061.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C6068,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C6068.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C6072,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C6072.xmp
no_jpg,2023,2023.1,2023-03-07 西溪花间堂,_Z9C6074,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-07 西溪花间堂/_Z9C6074.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_D5D6426,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_D5D6426.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_D5D6523,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_D5D6523.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_D5D6536,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_D5D6536.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_D5D6581,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_D5D6581.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_D5D6619,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_D5D6619.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6219,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6219.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6228,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6228.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6231,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6231.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6235,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6235.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6236,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6236.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6237,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6237.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6238,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6238.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6243,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6243.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6246,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6246.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6249,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6249.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6254,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6254.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6258,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6258.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6259,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6259.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6265,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6265.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6267,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6267.xmp
no_jpg,2023,2023.1,2023-03-09 西湖国宾馆,_Z9C6269,(none),,2023.1,no jpg anywhere,data/xmp/result-2023/raw/2023.1/2023-03-09 西湖国宾馆/_Z9C6269.xmp
